geometry|lat|lon|name|rating|types|zona_estudio|n_types|type_0|type_1|type_2|type_3|type_4|type_5|type_6|type_7|type_8
POINT (-78.470275 -0.1003941)|-0.1003941|-78.470275|Aerotaxi|2.1|['travel_agency']|LA BOTA|1|travel_agency||||||||
POINT (-78.4702846 -0.10039)|-0.10039|-78.4702846|Compañia De Transportes Expreso Turismo|5.0|['travel_agency']|LA BOTA|1|travel_agency||||||||
POINT (-78.47028860000002 -0.1003884)|-0.1003884|-78.47028860000002|Union de Cooperativas||['travel_agency']|LA BOTA|1|travel_agency||||||||
POINT (-78.45802669999999 -0.1081024)|-0.1081024|-78.45802669999999|UTPL Centro Carapungo|5.0|['university']|LA BOTA|1|university||||||||
POINT (-78.453896 -0.1064332)|-0.1064332|-78.453896|OTEC QUITO||['university']|LA BOTA|1|university||||||||
POINT (-78.461849 -0.1049251)|-0.1049251|-78.461849|Adamus - Itecsur Grupo Alianza del Sur|3.9|['university']|LA BOTA|1|university||||||||
POINT (-78.4517644 -0.103689)|-0.103689|-78.4517644|ITSEP|5.0|['university']|LA BOTA|1|university||||||||
POINT (-78.47691069999999 -0.1254093)|-0.1254093|-78.47691069999999|Universidad Indoamérica - Campus Santa Lucía|5.0|['university']|LA BOTA|1|university||||||||
POINT (-78.4768206 -0.1256265)|-0.1256265|-78.4768206|UTI Modalidad a Distancia|5.0|['university']|LA BOTA|1|university||||||||
POINT (-78.46576019999999 -0.1350382)|-0.1350382|-78.46576019999999|Luciano Andrade Marin Odilo Aguilar|5.0|['university']|LA BOTA|1|university||||||||
POINT (-78.47181719999999 -0.121116)|-0.121116|-78.47181719999999|DHL Express Corporate Office|4.2|['post_office', 'finance']|LA BOTA|2|post_office|finance|||||||
POINT (-78.44101189999999 -0.1062923)|-0.1062923|-78.44101189999999|Primax Panamericana Norte Atimasa|3.9|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4695164 -0.1301292)|-0.1301292|-78.4695164|Hostal Capitolio Alegre|4.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4792274 -0.1158291)|-0.1158291|-78.4792274|Petro Ecuador|4.1|['gas_station']|LA BOTA|1|gas_station||||||||
POINT (-78.4600103 -0.133767)|-0.133767|-78.4600103|ISM ACADEMY QUITO|4.5|['school']|LA BOTA|1|school||||||||
POINT (-78.45617349999999 -0.1173321)|-0.1173321|-78.45617349999999|SPC Computers - Repuestos y Reparacion de Portatiles y PCs|5.0|['electronics_store', 'store']|LA BOTA|2|electronics_store|store|||||||
POINT (-78.4724284 -0.1289394)|-0.1289394|-78.4724284|Gran AKÍ Molineros|4.4|['supermarket', 'grocery_or_supermarket', 'store', 'food']|LA BOTA|4|supermarket|grocery_or_supermarket|store|food|||||
POINT (-78.4711993 -0.1169656)|-0.1169656|-78.4711993|MULTICABLE OF ECUADOR S.A.|4.3|['general_contractor']|LA BOTA|1|general_contractor||||||||
POINT (-78.4670467 -0.1222125)|-0.1222125|-78.4670467|"Instituto Educativo ""Tomas Abel Rivadeneira"""|3.7|['school']|LA BOTA|1|school||||||||
POINT (-78.4480916 -0.1187941)|-0.1187941|-78.4480916|PRIMADECOR S.A.|4.8|[]|LA BOTA|0|||||||||
POINT (-78.4477515 -0.1137369)|-0.1137369|-78.4477515|Fundireciclar|4.0|[]|LA BOTA|0|||||||||
POINT (-78.4598114 -0.1149253)|-0.1149253|-78.4598114|Megacomex|4.5|['store']|LA BOTA|1|store||||||||
POINT (-78.4598408 -0.1149038)|-0.1149038|-78.4598408|DMuestra||[]|LA BOTA|0|||||||||
POINT (-78.4583906 -0.1156698)|-0.1156698|-78.4583906|VirtualComp|4.3|['museum']|LA BOTA|1|museum||||||||
POINT (-78.4566069 -0.1174587)|-0.1174587|-78.4566069|Fleximuebles|4.0|['store']|LA BOTA|1|store||||||||
POINT (-78.4617547 -0.1194597)|-0.1194597|-78.4617547|Cóctel Design (Estudio Diseño Grafico)||[]|LA BOTA|0|||||||||
POINT (-78.4551066 -0.1172881)|-0.1172881|-78.4551066|Libres Para Cristo|3.9|[]|LA BOTA|0|||||||||
POINT (-78.4622839 -0.1113986)|-0.1113986|-78.4622839|Still Alejito Brewer|4.6|[]|LA BOTA|0|||||||||
POINT (-78.51202529999999 -0.2226085)|-0.2226085|-78.51202529999999|Hotel Boutique Plaza Sucre|4.3|['lodging', 'hair_care', 'health', 'restaurant', 'food']|TOCTIUCO|5|lodging|hair_care|health|restaurant|food||||
POINT (-78.5129054 -0.2137841)|-0.2137841|-78.5129054|El Ventanal|4.5|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.51388349999999 -0.2200254)|-0.2200254|-78.51388349999999|San Francisco|4.4|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5130368 -0.219087)|-0.219087|-78.5130368|Pollos Gus|3.9|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.513858 -0.2214972)|-0.2214972|-78.513858|San Ignacio|4.4|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5121094 -0.2206255)|-0.2206255|-78.5121094|Fabiolita|4.4|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5118597 -0.2196251)|-0.2196251|-78.5118597|Café del Fraile|4.4|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5110468 -0.220097)|-0.220097|-78.5110468|Da Rocco|4.1|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5098048 -0.2190947)|-0.2190947|-78.5098048|En-Dulce|4.6|['bakery', 'store', 'restaurant', 'food']|TOCTIUCO|4|bakery|store|restaurant|food|||||
POINT (-78.5110224 -0.2209624)|-0.2209624|-78.5110224|Oasis|4.5|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.50975629999999 -0.2191318)|-0.2191318|-78.50975629999999|Cebiches de la Rumiñahui|4.2|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5139253 -0.224368)|-0.224368|-78.5139253|Leña Quiteña|4.1|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5080949 -0.2183507)|-0.2183507|-78.5080949|Las Menestras Del Negro|4.1|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5093354 -0.2235415)|-0.2235415|-78.5093354|La Purisima|4.3|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.507408 -0.2212182)|-0.2212182|-78.507408|Bandido Brewing|4.7|['bar', 'restaurant', 'food']|TOCTIUCO|3|bar|restaurant|food||||||
POINT (-78.5037658 -0.2098651)|-0.2098651|-78.5037658|el fogon parrilladas|4.3|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5127328 -0.2190937)|-0.2190937|-78.5127328|Caravana Fast Food|4.0|['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5056934 -0.2194542)|-0.2194542|-78.5056934|ANTOJITOS||['restaurant', 'food']|TOCTIUCO|2|restaurant|food|||||||
POINT (-78.5232816 -0.2113386)|-0.2113386|-78.5232816|FRANQUICIA CN FRUTELEG GROUP|4.5|['bar', 'grocery_or_supermarket', 'store', 'restaurant', 'food']|TOCTIUCO|5|bar|grocery_or_supermarket|store|restaurant|food||||
POINT (-78.51309909999999 -0.2209803)|-0.2209803|-78.51309909999999|Cafetería 7 cruces|4.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5045574 -0.2157768)|-0.2157768|-78.5045574|Cajero Banco del Pacifico|2.6|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5154619 -0.2161003)|-0.2161003|-78.5154619|Cajero Banco Pichincha||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51473469999999 -0.2161656)|-0.2161656|-78.51473469999999|Cajero Del Banco De Guayaquil||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.514971 -0.2170461)|-0.2170461|-78.514971|Cajero Banco Internacional|4.5|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51602 -0.2185353)|-0.2185353|-78.51602|JEP|1.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5156061 -0.2182628)|-0.2182628|-78.5156061|Cajeros JEP depósitos y retiros||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51451469999999 -0.2172121)|-0.2172121|-78.51451469999999|Cajero Banco De Guayaquil||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5151817 -0.2183159)|-0.2183159|-78.5151817|Banco Del Pichincha||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51270219999999 -0.2186273)|-0.2186273|-78.51270219999999|Banco Guayaquil|5.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5114758 -0.2187462999999999)|-0.2187462999999999|-78.5114758|Cajero La 29 De Octubre||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51151949999999 -0.2188165000000001)|-0.2188165000000001|-78.51151949999999|Cajero Banco Guayaquil|3.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5139897 -0.2224217)|-0.2224217|-78.5139897|Nexo||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5107446 -0.219263)|-0.219263|-78.5107446|Bank tellers Produbanco|2.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5109039 -0.2208308)|-0.2208308|-78.5109039|Banco Bolivariano ATM|1.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51291549999999 -0.2231374)|-0.2231374|-78.51291549999999|ATM|4.0|['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.51291359999999 -0.2231492)|-0.2231492|-78.51291359999999|Banco Internacional||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.5051941 -0.2039437)|-0.2039437|-78.5051941|Banco Internacional||['atm', 'finance']|TOCTIUCO|2|atm|finance|||||||
POINT (-78.50916099999999 -0.2187909)|-0.2187909|-78.50916099999999|Banco Pichincha|3.4|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5109524 -0.220202)|-0.220202|-78.5109524|Banco del Pacífico|4.0|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.519735 -0.2223075)|-0.2223075|-78.519735|Kontay|3.0|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5116579 -0.2187839)|-0.2187839|-78.5116579|Mutualista Pichincha|4.6|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5133584 -0.2213578)|-0.2213578|-78.5133584|Credit union Tio Pilahuin|4.0|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.51396220000001 -0.2223122)|-0.2223122|-78.51396220000001|Banco Pichincha|4.0|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5127164 -0.221443)|-0.221443|-78.5127164|Banco del Austro|3.7|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.51017030000001 -0.2196472)|-0.2196472|-78.51017030000001|Produbanco|3.3|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5129165 -0.2231438)|-0.2231438|-78.5129165|Banco Internacional - Agencia Plaza Santo Domingo|3.1|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.50784139999999 -0.2050524)|-0.2050524|-78.50784139999999|CACSPMEC - Cooperativa de Ahorro y Crédito|4.4|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5080648 -0.2230948)|-0.2230948|-78.5080648|Tu Banco Banco Aquí||['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5330737 -0.2140173)|-0.2140173|-78.5330737|Pichincha My Neighbor|3.0|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5162418 -0.2154538)|-0.2154538|-78.5162418|Coop Daquilema|2.5|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5186306 -0.2198697999999999)|-0.2198697999999999|-78.5186306|Banco Pichincha|3.5|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.51532850000001 -0.2165382)|-0.2165382|-78.51532850000001|Cooperativa Policía Nacional||['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5172623 -0.2197317999999999)|-0.2197317999999999|-78.5172623|Alli Tarpuk||['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5166424 -0.2196026)|-0.2196026|-78.5166424|Euro Centro||['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.51405609999999 -0.2201072)|-0.2201072|-78.51405609999999|Cooperativa San Francisco de Asís Ltda.|3.3|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.5139599 -0.2201202)|-0.2201202|-78.5139599|Cooperativa Policía Nacional||['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.512135 -0.2180309)|-0.2180309|-78.512135|Servipagos|4.2|['bank', 'finance']|TOCTIUCO|2|bank|finance|||||||
POINT (-78.51409819999999 -0.223349)|-0.223349|-78.51409819999999|Viajero|4.6|['bar', 'lodging']|TOCTIUCO|2|bar|lodging|||||||
POINT (-78.5052338 -0.2035415)|-0.2035415|-78.5052338|Ñucanchi Peña|4.4|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.507408 -0.2212182)|-0.2212182|-78.507408|Bandido Brewing|4.7|['bar', 'restaurant', 'food']|TOCTIUCO|3|bar|restaurant|food||||||
POINT (-78.5232816 -0.2113386)|-0.2113386|-78.5232816|FRANQUICIA CN FRUTELEG GROUP|4.5|['grocery_or_supermarket', 'bar', 'store', 'restaurant', 'food']|TOCTIUCO|5|grocery_or_supermarket|bar|store|restaurant|food||||
POINT (-78.52187599999999 -0.2082434)|-0.2082434|-78.52187599999999|Licores la Canchita|5.0|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.52467109999999 -0.2057382)|-0.2057382|-78.52467109999999|Wasikamak||['bar', 'restaurant', 'food']|TOCTIUCO|3|bar|restaurant|food||||||
POINT (-78.51938899999999 -0.212157)|-0.212157|-78.51938899999999|Claro de luna música para bodas y eventos||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.519565 -0.2130641)|-0.2130641|-78.519565|Mavy Steak House||['bar', 'restaurant', 'food']|TOCTIUCO|3|bar|restaurant|food||||||
POINT (-78.5195111 -0.2136723)|-0.2136723|-78.5195111|Licoreria Enguenio Espejo||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5262954 -0.2181081)|-0.2181081|-78.5262954|Ruta 66||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.517533 -0.2123835)|-0.2123835|-78.517533|Jgst||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5238251 -0.2207099)|-0.2207099|-78.5238251|Aqui Estoy||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.51491949999999 -0.2141969)|-0.2141969|-78.51491949999999|LICORERIA EL AMANECER|5.0|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5133458 -0.215461)|-0.215461|-78.5133458|Imbabura|5.0|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.51758219999999 -0.2210066)|-0.2210066|-78.51758219999999|Yahuarcocha|4.0|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5122754 -0.2155773)|-0.2155773|-78.5122754|EDISON BAQUERO||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.51661639999999 -0.2213671)|-0.2213671|-78.51661639999999|La Gaviota||['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5192694 -0.2234922)|-0.2234922|-78.5192694|Salsa Pa'l Barrio|4.9|['bar']|TOCTIUCO|1|bar||||||||
POINT (-78.5098048 -0.2190947)|-0.2190947|-78.5098048|En-Dulce|4.6|['bakery', 'restaurant', 'store', 'food']|TOCTIUCO|4|bakery|restaurant|store|food|||||
POINT (-78.50410910000001 -0.2129042)|-0.2129042|-78.50410910000001|Panadería Arenas Local|4.1|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.52534469999999 -0.2071409)|-0.2071409|-78.52534469999999|Panadería|4.8|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.52075719999999 -0.2072476)|-0.2072476|-78.52075719999999|Panaderia, MICROMERCADO EL PAN NUESTRO, Pasteleria, Horneado de Pavos|4.5|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5217275 -0.2058888)|-0.2058888|-78.5217275|MCake||['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5186349 -0.2089724)|-0.2089724|-78.5186349|Super Pan|4.6|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5191217 -0.2147393)|-0.2147393|-78.5191217|Arte en Chocolate|5.0|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.51900479999999 -0.2153004)|-0.2153004|-78.51900479999999|Panadería MIS DELICIAS|4.3|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5175343 -0.2127403)|-0.2127403|-78.5175343|MoriHouse|5.0|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5237547 -0.218345)|-0.218345|-78.5237547|Casa antonio|4.1|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.51344449999999 -0.2104879)|-0.2104879|-78.51344449999999|Panadería y Pastelería CakeFrut|5.0|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.512481 -0.2102855)|-0.2102855|-78.512481|Panificadora GOLDEN|4.1|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.51208299999999 -0.2104191)|-0.2104191|-78.51208299999999|Anis Pan|4.2|['bakery', 'cafe', 'store', 'food']|TOCTIUCO|4|bakery|cafe|store|food|||||
POINT (-78.5118624 -0.2105361000000001)|-0.2105361000000001|-78.5118624|Pastelería Elite|3.3|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5117665 -0.2102941)|-0.2102941|-78.5117665|Flor Pan Panadería||['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5182897 -0.2218383)|-0.2218383|-78.5182897|Pasteleria Camila|5.0|['bakery', 'store', 'food']|TOCTIUCO|3|bakery|store|food||||||
POINT (-78.5200952 -0.2074919)|-0.2074919|-78.5200952|Sala de Belleza Veronica|5.0|['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5205379 -0.2154195)|-0.2154195|-78.5205379|STYLE LIS Nails||['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.519862 -0.2222919)|-0.2222919|-78.519862|Peluquería|4.7|['beauty_salon', 'hair_care']|TOCTIUCO|2|beauty_salon|hair_care|||||||
POINT (-78.5113729 -0.2072693)|-0.2072693|-78.5113729|Estilo Peluquería y Belleza Mar García|5.0|['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5135489 -0.2188215999999999)|-0.2188215999999999|-78.5135489|BioInsufarma||['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5126018 -0.2182815)|-0.2182815|-78.5126018|Jeimy Elegancia y Estilo||['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5152324 -0.2217464)|-0.2217464|-78.5152324|Victoria Import|4.4|['beauty_salon', 'store']|TOCTIUCO|2|beauty_salon|store|||||||
POINT (-78.50983169999999 -0.2087038)|-0.2087038|-78.50983169999999|Vitti Beauty Salon||['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.51161820000002 -0.2179763)|-0.2179763|-78.51161820000002|Beauty Studio||['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5087886 -0.2090773)|-0.2090773|-78.5087886|Cremas Emmita|5.0|['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5142261 -0.2225473)|-0.2225473|-78.5142261|SPA NIÑAS|5.0|['beauty_salon']|TOCTIUCO|1|beauty_salon||||||||
POINT (-78.5070216 -0.2056421)|-0.2056421|-78.5070216|Alpha Cycling||['bicycle_store', 'store']|TOCTIUCO|2|bicycle_store|store|||||||
POINT (-78.50774849999999 -0.2210285)|-0.2210285|-78.50774849999999|Bici & Motos|4.5|['bicycle_store', 'car_repair', 'store']|TOCTIUCO|3|bicycle_store|car_repair|store||||||
POINT (-78.5042965 -0.2120413)|-0.2120413|-78.5042965|CICLO CUENCA|4.6|['bicycle_store', 'store']|TOCTIUCO|2|bicycle_store|store|||||||
POINT (-78.5132601 -0.2208959)|-0.2208959|-78.5132601|Librería San Pablo|4.4|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.52024689999999 -0.2148858)|-0.2148858|-78.52024689999999|Fabrisobres||['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.51283529999999 -0.2179416)|-0.2179416|-78.51283529999999|Su Libreria|4.6|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.5094903 -0.2053696)|-0.2053696|-78.5094903|CEAFAX|4.2|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.5111111 -0.218314)|-0.218314|-78.5111111|Libreria Nacional (Filatelia, Numismatica)|4.5|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.51550739999999 -0.2233786)|-0.2233786|-78.51550739999999|Huiñai Librería|4.9|['book_store', 'electronics_store', 'home_goods_store', 'store']|TOCTIUCO|4|book_store|electronics_store|home_goods_store|store|||||
POINT (-78.5143883 -0.2224607)|-0.2224607|-78.5143883|Libreria Cristiana|4.5|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.510071 -0.2181625)|-0.2181625|-78.510071|Libreria La Luz|4.6|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.50957989999999 -0.2177706)|-0.2177706|-78.50957989999999|Bookstore (English, Spanish, French, Etc)|4.5|['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.50926919999999 -0.218501)|-0.218501|-78.50926919999999|Libreria||['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.5080151 -0.215918)|-0.215918|-78.5080151|Libros en Ingles||['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.5077967 -0.216892)|-0.216892|-78.5077967|Mundibooks||['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.506312 -0.2156685)|-0.2156685|-78.506312|Stela Sur punto de Venta Salle Centro||['book_store', 'store']|TOCTIUCO|2|book_store|store|||||||
POINT (-78.5056184 -0.2037191)|-0.2037191|-78.5056184|Vernaza Grafic Matriz|4.6|['book_store', 'storage', 'store']|TOCTIUCO|3|book_store|storage|store||||||
POINT (-78.5152054 -0.2212368)|-0.2212368|-78.5152054|Bolivar Y Cuenca||['bus_station', 'transit_station']|TOCTIUCO|2|bus_station|transit_station|||||||
POINT (-78.5135777 -0.219708)|-0.219708|-78.5135777|Café Águila de Oro|4.7|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5141987 -0.2242824)|-0.2242824|-78.5141987|Panaderia Reina de la Paz|4.4|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.5224533 -0.209661)|-0.209661|-78.5224533|MaMía|5.0|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5155035 -0.2161805)|-0.2161805|-78.5155035|Cafetería Mamita Luz||['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5133651 -0.2082615)|-0.2082615|-78.5133651|Sabores de mi Tierra by MONSE||['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5182742 -0.2199493)|-0.2199493|-78.5182742|Cafetería San Francisco||['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.51208299999999 -0.2104191)|-0.2104191|-78.51208299999999|Anis Pan|4.2|['bakery', 'cafe', 'store', 'food']|TOCTIUCO|4|bakery|cafe|store|food|||||
POINT (-78.51743309999999 -0.220771)|-0.220771|-78.51743309999999|El Buen Café|4.4|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.51603089999999 -0.2195812)|-0.2195812|-78.51603089999999|Colegio San Andres Centro|4.2|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.51478949999999 -0.2187286)|-0.2187286|-78.51478949999999|Crepes Y Jugos Local 14||['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5112881 -0.2107306)|-0.2107306|-78.5112881|"Centro de Nutrición Herbalife ""Helthy Protein Bar"""||['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.5110451 -0.2110397)|-0.2110397|-78.5110451|Quillaloma Cafetería|4.6|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.5127459 -0.2171089)|-0.2171089|-78.5127459|Cafetería Vera|5.0|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5160889 -0.2216669000000001)|-0.2216669000000001|-78.5160889|El zaguán cafetería (humitas y quimbolitos)|4.7|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.5128234 -0.2182047)|-0.2182047|-78.5128234|Kimberly restaurante|5.0|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5127201 -0.2180946)|-0.2180946|-78.5127201|"Cafeteria ""La Merced"""|4.3|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.51516389999999 -0.2212727)|-0.2212727|-78.51516389999999|Minka Organic Chocolate|4.6|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.515163 -0.2212752)|-0.2212752|-78.515163|Minka Chocolate Experience|4.8|['cafe', 'store', 'food']|TOCTIUCO|3|cafe|store|food||||||
POINT (-78.5138297 -0.2199664)|-0.2199664|-78.5138297|Cafetería Caracol|3.7|['cafe', 'food']|TOCTIUCO|2|cafe|food|||||||
POINT (-78.5180171 -0.2278499)|-0.2278499|-78.5180171|CAMPING URBANO|5.0|['campground', 'travel_agency', 'park', 'lodging']|TOCTIUCO|4|campground|travel_agency|park|lodging|||||
POINT (-78.5226899 -0.212589)|-0.212589|-78.5226899|Talleres CEMI|5.0|['car_repair']|TOCTIUCO|1|car_repair||||||||
POINT (-78.5036411 -0.2097007)|-0.2097007|-78.5036411|FAROLMEC METALMECANICA, Hierro Forjado, Estructuras Metálicas, Venta, Alquiler Andamios, Concreteras|5.0|['locksmith', 'car_repair']|TOCTIUCO|2|locksmith|car_repair|||||||
POINT (-78.5238047 -0.2085595)|-0.2085595|-78.5238047|Lubri center Arellano||['car_repair']|TOCTIUCO|1|car_repair||||||||
POINT (-78.5187682 -0.2079123)|-0.2079123|-78.5187682|LA CASA DEL REPUESTO D.J.J|5.0|['car_repair', 'store']|TOCTIUCO|2|car_repair|store|||||||
POINT (-78.51807509999999 -0.2129514)|-0.2129514|-78.51807509999999|Automotive Mechanic Workshop|4.8|['car_repair']|TOCTIUCO|1|car_repair||||||||
