geometry|lat|lon|name|rating|types|zona_estudio|n_types|type_0|type_1|type_2|type_3|type_4|type_5|type_6|type_7|type_8
POINT (-78.4696921 -0.1126124)|-0.1126124|-78.4696921|Club 212|3.2|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.47058369999999 -0.116161)|-0.116161|-78.47058369999999|Clandestino Producer||['night_club', 'bar']|LA BOTA|2|night_club|bar|||||||
POINT (-78.47124509999999 -0.1190015)|-0.1190015|-78.47124509999999|Koffee Club||['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4716784 -0.1109656)|-0.1109656|-78.4716784|La K-zona club privado|5.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.47318179999999 -0.1177179)|-0.1177179|-78.47318179999999|Diamond|5.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4726745 -0.1103733)|-0.1103733|-78.4726745|Monroe Club Privado|5.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.472825 -0.1105385)|-0.1105385|-78.472825|ELIXIR CLUB UIO|5.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4725272 -0.1086979)|-0.1086979|-78.4725272|Club Insomnio|4.9|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4470707 -0.1071968)|-0.1071968|-78.4470707|VENDEDOR 2|5.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4746708 -0.1161036)|-0.1161036|-78.4746708|Casa Mitad del Mundo||['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4736483 -0.1090073)|-0.1090073|-78.4736483|Pretty House||['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.47554629999999 -0.1134589)|-0.1134589|-78.47554629999999|Mosq club|3.7|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4738589 -0.1050365)|-0.1050365|-78.4738589|Black &white|4.0|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4778195 -0.1162764)|-0.1162764|-78.4778195|TEXAS CLUB||['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.477513 -0.1108449)|-0.1108449|-78.477513|Club Gente Bonita|4.6|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4423431 -0.1081067)|-0.1081067|-78.4423431|Bar - Karaoke Bambu Drinks|4.9|['night_club', 'bar']|LA BOTA|2|night_club|bar|||||||
POINT (-78.46573479999999 -0.0964441)|-0.0964440999999999|-78.46573479999999|Gabana nigth club kfc|4.2|['night_club']|LA BOTA|1|night_club||||||||
POINT (-78.4570009 -0.1171521)|-0.1171521|-78.4570009|La Bota Central Park|4.0|['park']|LA BOTA|1|park||||||||
POINT (-78.4633138 -0.1144106)|-0.1144106|-78.4633138|Tierrasdelnorteviveroresiclador|5.0|['park']|LA BOTA|1|park||||||||
POINT (-78.45829400000001 -0.1203966)|-0.1203966|-78.45829400000001|Llano chico|5.0|['park']|LA BOTA|1|park||||||||
POINT (-78.46444629999999 -0.111028)|-0.111028|-78.46444629999999|Parque|4.0|['park']|LA BOTA|1|park||||||||
POINT (-78.4513582 -0.1172104)|-0.1172104|-78.4513582|El Carmen Bajo Park|4.5|['park']|LA BOTA|1|park||||||||
POINT (-78.4544131 -0.1079407)|-0.1079407|-78.4544131|Entrada Carapungo Park|3.8|['park']|LA BOTA|1|park||||||||
POINT (-78.4669208 -0.1229875)|-0.1229875|-78.4669208|La Casa de Santyago||['park']|LA BOTA|1|park||||||||
POINT (-78.4545114 -0.1060612)|-0.1060612|-78.4545114|Urbanización Hernando Parra|4.2|['park']|LA BOTA|1|park||||||||
POINT (-78.4660632 -0.124952)|-0.124952|-78.4660632|simon volibar|4.0|['park']|LA BOTA|1|park||||||||
POINT (-78.4610476 -0.1272399)|-0.1272399|-78.4610476|Upc Quintana|4.0|['park']|LA BOTA|1|park||||||||
POINT (-78.45719869999999 -0.1037649)|-0.1037649|-78.45719869999999|Vibrant importadora camping|4.6|['campground', 'lodging', 'park']|LA BOTA|3|campground|lodging|park||||||
POINT (-78.4480104 -0.1120046)|-0.1120046|-78.4480104|N5C pichincha OE11-143||['campground', 'lodging', 'park']|LA BOTA|3|campground|lodging|park||||||
POINT (-78.4660729 -0.1259229)|-0.1259229|-78.4660729|drogadiccion Park|3.6|['park']|LA BOTA|1|park||||||||
POINT (-78.469281 -0.1244999)|-0.1244999|-78.469281|Canchas De Ecuaboli|4.1|['park']|LA BOTA|1|park||||||||
POINT (-78.4700268 -0.1073853)|-0.1073853|-78.4700268|ALTERNATIVA 1||['park']|LA BOTA|1|park||||||||
POINT (-78.4687881 -0.1253968)|-0.1253968|-78.4687881|Parque|4.2|['park']|LA BOTA|1|park||||||||
POINT (-78.4702215 -0.1069445)|-0.1069445|-78.4702215|Puerto Francisc De Orellan|3.9|['park']|LA BOTA|1|park||||||||
POINT (-78.471184 -0.1233446)|-0.1233446|-78.471184|Parque|5.0|['park']|LA BOTA|1|park||||||||
POINT (-78.46770149999999 -0.1287305)|-0.1287305|-78.46770149999999|Parque|3.5|['park']|LA BOTA|1|park||||||||
POINT (-78.4693889 -0.1277223)|-0.1277223|-78.4693889|Comité Del Pueblo Park|3.6|['park']|LA BOTA|1|park||||||||
POINT (-78.4573003 -0.1085979)|-0.1085979|-78.4573003|Estacionamiento Portal Shopping|3.0|['parking']|LA BOTA|1|parking||||||||
POINT (-78.46004219999999 -0.1068806)|-0.1068806|-78.46004219999999|Patio de Contenedores Victor Ger||['parking']|LA BOTA|1|parking||||||||
POINT (-78.45055830000001 -0.1110928)|-0.1110928|-78.45055830000001|Quito||['parking']|LA BOTA|1|parking||||||||
POINT (-78.452888 -0.1076281)|-0.1076281|-78.452888|Estacionamiento Carapungo|5.0|['parking']|LA BOTA|1|parking||||||||
POINT (-78.471091 -0.1245276)|-0.1245276|-78.471091|Emelec|5.0|['parking']|LA BOTA|1|parking||||||||
POINT (-78.4729084 -0.1068909)|-0.1068909|-78.4729084|BASE LOGISTICA GADERE BY VEOLIA||['parking']|LA BOTA|1|parking||||||||
POINT (-78.4696 -0.1003467)|-0.1003467|-78.4696|Estacionamiento para vehículos particulares||['parking']|LA BOTA|1|parking||||||||
POINT (-78.4776505 -0.1187041)|-0.1187041|-78.4776505|Parqueadero El Gran Eucalipto|3.0|['parking']|LA BOTA|1|parking||||||||
POINT (-78.4545694 -0.0968451)|-0.0968450999999999|-78.4545694|Garaje||['parking']|LA BOTA|1|parking||||||||
POINT (-78.45080519999999 -0.0970141)|-0.0970140999999999|-78.45080519999999|Parqueadero|5.0|['parking']|LA BOTA|1|parking||||||||
POINT (-78.4386555 -0.1106414)|-0.1106414|-78.4386555|Base Camiones Ecuambiente||['parking']|LA BOTA|1|parking||||||||
POINT (-78.4607797 -0.109833)|-0.109833|-78.4607797|Agrocomsi - Matriz|4.7|['pet_store', 'pharmacy', 'veterinary_care', 'health', 'store', 'food']|LA BOTA|6|pet_store|pharmacy|veterinary_care|health|store|food|||
POINT (-78.4729854 -0.12853)|-0.12853|-78.4729854|Horticoop Andina|4.5|['pet_store', 'aquarium', 'storage', 'store']|LA BOTA|4|pet_store|aquarium|storage|store|||||
POINT (-78.4422099 -0.1114803)|-0.1114803|-78.4422099|MisterGuau 2|5.0|['pet_store', 'store']|LA BOTA|2|pet_store|store|||||||
POINT (-78.4724165 -0.1286711)|-0.1286711|-78.4724165|Amigo Fiel, Tienda De Mascotas|4.7|['pet_store', 'store']|LA BOTA|2|pet_store|store|||||||
POINT (-78.46311419999999 -0.1361015)|-0.1361015|-78.46311419999999|STETIDOG'S|4.3|['pet_store', 'store']|LA BOTA|2|pet_store|store|||||||
POINT (-78.46809019999999 -0.1361629)|-0.1361629|-78.46809019999999|Planeta Mamíferos||['pet_store', 'store']|LA BOTA|2|pet_store|store|||||||
POINT (-78.4695164 -0.1301292)|-0.1301292|-78.4695164|Hostal Capitolio Alegre|4.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4739204 -0.1089784)|-0.1089784|-78.4739204|Motel Cabañas del Norte|3.9|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4759964 -0.1119378)|-0.1119378|-78.4759964|Naomi Express|4.2|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.47125439999999 -0.1007357)|-0.1007357|-78.47125439999999|Baru Motel Executive|4.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4707147 -0.1344124)|-0.1344124|-78.4707147|Hostal Rosales|3.7|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4756474 -0.1121729)|-0.1121729|-78.4756474|Tantra Loft - Motel en Quito|4.6|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4761402 -0.1005773)|-0.1005773|-78.4761402|AMENYLAB|5.0|['supermarket', 'grocery_or_supermarket', 'lodging', 'food', 'health', 'store']|LA BOTA|6|supermarket|grocery_or_supermarket|lodging|food|health|store|||
POINT (-78.47545629999999 -0.1120021)|-0.1120021|-78.47545629999999|Venecia Motel|4.1|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4747177 -0.1048708)|-0.1048708|-78.4747177|Automotel Lumini|4.4|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4721859 -0.1024545)|-0.1024545|-78.4721859|Tantra Platinum - Motel en Quito|4.5|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4617471 -0.1124238)|-0.1124238|-78.4617471|Hostal La Bota NORTE DE QUITO|4.4|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4609854 -0.1212609)|-0.1212609|-78.4609854|Paola pinargote||['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4624901 -0.1102403)|-0.1102403|-78.4624901|Hostal Eloisa|3.8|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4602944 -0.1078604)|-0.1078604|-78.4602944|Bodega MAVESA|4.5|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4553978 -0.1082774)|-0.1082774|-78.4553978|Hotel Metropolis Norte|4.4|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.468075 -0.1122855)|-0.1122855|-78.468075|Edificio Álvarez|5.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4628055 -0.1064692)|-0.1064692|-78.4628055|Célula Mervin||['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4625993 -0.1063529)|-0.1063529|-78.4625993|Conjunto Mansión Royale|5.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4591192 -0.1051284)|-0.1051284|-78.4591192|Conjuntos Atlantica 3|5.0|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.46682539999999 -0.1233284)|-0.1233284|-78.46682539999999|Julius Hostal|4.4|['lodging']|LA BOTA|1|lodging||||||||
POINT (-78.4580476 -0.1080071)|-0.1080071|-78.4580476|Cinext Portal Shopping|4.5|['movie_theater']|LA BOTA|1|movie_theater||||||||
POINT (-78.46980479999999 -0.1241771)|-0.1241771|-78.46980479999999|Snack Nachos||['movie_theater']|LA BOTA|1|movie_theater||||||||
POINT (-78.47420489999999 -0.1326135)|-0.1326135|-78.47420489999999|El mundo de Coco||['movie_theater']|LA BOTA|1|movie_theater||||||||
POINT (-78.4651524 -0.1190451)|-0.1190451|-78.4651524|Mercado Comite Del Pueblo|3.9|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.46531499999999 -0.1190346)|-0.1190346|-78.46531499999999|Comite del Pueblo Mall|3.8|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4585723 -0.1081851)|-0.1081851|-78.4585723|El Portal Shopping|4.5|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4581046 -0.1077527)|-0.1077527|-78.4581046|Súper Paco Portal||['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4667766 -0.1200027)|-0.1200027|-78.4667766|Cerámicas GEYMIL|3.5|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4578095 -0.1072725)|-0.1072725|-78.4578095|Movistar|3.4|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4598568 -0.1242263)|-0.1242263|-78.4598568|Residencia Jiménez Sangurima|4.9|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.46169139999999 -0.1066918)|-0.1066918|-78.46169139999999|Estacionamiento||['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.46813619999999 -0.1122779)|-0.1122779|-78.46813619999999|ARQ CONSTRUCTIVE|3.8|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4663582 -0.1218877)|-0.1218877|-78.4663582|Sweet park||['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4503141 -0.1144252)|-0.1144252|-78.4503141|"Minimarket ""Punto fijo"""|5.0|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.45322259999999 -0.1079457)|-0.1079457|-78.45322259999999|Complejo Comercial Carapungo|4.1|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.450431 -0.1113025)|-0.1113025|-78.450431|Sierra hermosa 2 urbanización|4.3|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4657296 -0.1244944)|-0.1244944|-78.4657296|Ferretería Valentin|4.0|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4672945 -0.1236742)|-0.1236742|-78.4672945|Mega Muebles Catherine|4.3|['shopping_mall', 'furniture_store', 'home_goods_store', 'store']|LA BOTA|4|shopping_mall|furniture_store|home_goods_store|store|||||
POINT (-78.4539034 -0.1054512)|-0.1054512|-78.4539034|Sala de belleza Mary|5.0|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4621523 -0.1272138)|-0.1272138|-78.4621523|Dovana Bazar Papeleria|5.0|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4473786 -0.1169795)|-0.1169795|-78.4473786|Farmenlace Quito|5.0|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4474025 -0.1133906)|-0.1133906|-78.4474025|MAIPRAX CIA. LTDA.|4.5|['shopping_mall']|LA BOTA|1|shopping_mall||||||||
POINT (-78.4607797 -0.109833)|-0.109833|-78.4607797|Agrocomsi - Matriz|4.7|['pharmacy', 'veterinary_care', 'pet_store', 'health', 'store', 'food']|LA BOTA|6|pharmacy|veterinary_care|pet_store|health|store|food|||
POINT (-78.4482723 -0.1055249)|-0.1055249|-78.4482723|Veterinaria Vetgoglio|4.5|['pharmacy', 'veterinary_care', 'hair_care', 'health', 'store']|LA BOTA|5|pharmacy|veterinary_care|hair_care|health|store||||
POINT (-78.4764757 -0.1151207)|-0.1151207|-78.4764757|Vecol S. A.||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.45889280000002 -0.1161683)|-0.1161683|-78.45889280000002|Farmacia Economica||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4575497 -0.108566)|-0.108566|-78.4575497|FYBECA EL PORTAL|3.6|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4548454 -0.1090445)|-0.1090445|-78.4548454|SANASANA|3.5|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4657134 -0.1212305)|-0.1212305|-78.4657134|Mega Farmacia Torres 1|3.7|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4499075 -0.1139096)|-0.1139096|-78.4499075|MÁSFARMA||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4666933 -0.1224863)|-0.1224863|-78.4666933|Su Farmacia||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.46652999999999 -0.1226759)|-0.1226759|-78.46652999999999|Cruz Azul||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4530577 -0.1076541)|-0.1076541|-78.4530577|Farmacias Medicity|3.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.45379679999999 -0.1066026)|-0.1066026|-78.45379679999999|Farmacia Cruz Azul Luis Vacari|3.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4519514 -0.1079239)|-0.1079239|-78.4519514|Sana sana galo plaza|5.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.46738880000001 -0.1243161)|-0.1243161|-78.46738880000001|Pharmacy Torres 2|5.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4711114 -0.1180391)|-0.1180391|-78.4711114|ECONO PHARMA|5.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.46774979999999 -0.1248706)|-0.1248706|-78.46774979999999|Farmacia Economica Comité del Pueblo 2|4.0|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.46488889999999 -0.1268197)|-0.1268197|-78.46488889999999|URBAN FARMA||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4704762 -0.1216722)|-0.1216722|-78.4704762|Farmacia Turno||['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4679839 -0.1253236)|-0.1253236|-78.4679839|Sana Sana CPC|3.7|['pharmacy', 'health', 'store']|LA BOTA|3|pharmacy|health|store||||||
POINT (-78.4649124 -0.1314669)|-0.1314669|-78.4649124|Motionfitness|5.0|['gym', 'physiotherapist', 'health']|LA BOTA|3|gym|physiotherapist|health||||||
POINT (-78.4621119 -0.1062823)|-0.1062823|-78.4621119|Quiroprácticos Quito centro médico de terapias|4.0|['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.4644108 -0.129035)|-0.129035|-78.4644108|Fisioterapia Y Rehabilitación Física FISIOMEDHEALTH|5.0|['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.44916789999999 -0.1051585)|-0.1051585|-78.44916789999999|Fisioterapia - KINEMCORD HEALTH COMPANY|5.0|['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.4454939 -0.1087238)|-0.1087238|-78.4454939|FisiTerap|5.0|['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.4513051 -0.0987806)|-0.0987806|-78.4513051|CUBASANA||['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.4501195 -0.0963629)|-0.0963629|-78.4501195|OrtoPlanet|5.0|['physiotherapist', 'health']|LA BOTA|2|physiotherapist|health|||||||
POINT (-78.4708266 -0.1291922)|-0.1291922|-78.4708266|DINAPEN|4.5|['police']|LA BOTA|1|police||||||||
POINT (-78.4554479 -0.1180439)|-0.1180439|-78.4554479|UPC La Bota|3.7|['police']|LA BOTA|1|police||||||||
POINT (-78.4542747 -0.1136843)|-0.1136843|-78.4542747|Patio De Retención Vehícular El Arenal|2.3|['police']|LA BOTA|1|police||||||||
POINT (-78.4646056 -0.11949)|-0.11949|-78.4646056|UPC Comité del Pueblo 1|4.0|['police']|LA BOTA|1|police||||||||
POINT (-78.4543936 -0.1082233)|-0.1082233|-78.4543936|UPC|4.0|['police']|LA BOTA|1|police||||||||
POINT (-78.4443878 -0.1257928)|-0.1257928|-78.4443878|UPC LLano Chico||['police']|LA BOTA|1|police||||||||
POINT (-78.4638286 -0.1356998)|-0.1356998|-78.4638286|UPC El Eden|2.5|['police']|LA BOTA|1|police||||||||
POINT (-78.4529182 -0.0958948)|-0.0958948|-78.4529182|UPC Carapungo|2.4|['police']|LA BOTA|1|police||||||||
POINT (-78.4805504 -0.1229313)|-0.1229313|-78.4805504|Guardalmacen Policia Nacional DDL||['police']|LA BOTA|1|police||||||||
POINT (-78.47181719999999 -0.121116)|-0.121116|-78.47181719999999|DHL Express Corporate Office|4.2|['post_office', 'finance']|LA BOTA|2|post_office|finance|||||||
POINT (-78.4713925 -0.1183105)|-0.1183105|-78.4713925|Fundación Cale||['post_office', 'finance']|LA BOTA|2|post_office|finance|||||||
POINT (-78.4709702 -0.1047064)|-0.1047064|-78.4709702|Urbano Ecuador|1.0|['post_office', 'finance']|LA BOTA|2|post_office|finance|||||||
POINT (-78.4693722 -0.1301781)|-0.1301781|-78.4693722|Laarcourier Express Floripondios|5.0|['post_office', 'finance']|LA BOTA|2|post_office|finance|||||||
POINT (-78.4573401 -0.1099149)|-0.1099149|-78.4573401|Mayflower|4.1|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4652594 -0.1198871)|-0.1198871|-78.4652594|Los Encebollados de Panchito|4.5|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4575256 -0.1084616)|-0.1084616|-78.4575256|Ch Farina|4.2|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.46539229999999 -0.1229637)|-0.1229637|-78.46539229999999|La casucha del manaba|4.5|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4533703 -0.1075254)|-0.1075254|-78.4533703|Pizza Hut Carapungo|4.2|['meal_delivery', 'meal_takeaway', 'restaurant', 'food']|LA BOTA|4|meal_delivery|meal_takeaway|restaurant|food|||||
POINT (-78.452833 -0.1078888)|-0.1078888|-78.452833|Los Ceviches de la Rumiñahui|4.1|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4535535 -0.1061874)|-0.1061874|-78.4535535|La Ramada Manabita|4.6|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.467528 -0.1241037)|-0.1241037|-78.467528|Cai Lin|4.3|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.453364 -0.104081)|-0.104081|-78.453364|KFC|4.0|['meal_takeaway', 'restaurant', 'food']|LA BOTA|3|meal_takeaway|restaurant|food||||||
POINT (-78.4549681 -0.0956055)|-0.0956055|-78.4549681|Delma Gourmet|4.2|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4598705 -0.1156888)|-0.1156888|-78.4598705|POLLO HORNEADO MY CHICKEN|4.0|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4595312 -0.1160554)|-0.1160554|-78.4595312|King Pollo||['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4600634 -0.1157796)|-0.1157796|-78.4600634|Cevicheria Sazon Manabita|4.4|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4604425 -0.1153647)|-0.1153647|-78.4604425|Horno de matilde|4.5|['restaurant', 'food']|LA BOTA|2|restaurant|food|||||||
POINT (-78.4582332 -0.115923)|-0.115923|-78.4582332|Panificadora + Que Pan|4.5|['bakery', 'store', 'restaurant', 'food']|LA BOTA|4|bakery|store|restaurant|food|||||
